ID_ANO_LANC;ID_MES_LANC;ID_DIA_LANC;NO_DIA_COMPLETO;ID_ITEM_INFORMACAO;NO_ITEM_INFORMACAO;CO_ITEM_INFORMACAO;ID_FONTE_RECURSO;CO_FONTE_RECURSO;NO_FONTE_RECURSO;ID_UG;CO_UG;NO_UG;SALDORITEMINFORMAO
2017;6;13;13/06/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275078;275078;CIA.BRASILEIRA DE TRENS URBANOS-STU/MAC;-89745.380000
2017;5;15;15/05/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275066;275066;CIA.BRASILEIRA DE TRENS URBANOS-STU/NAT;296068.640000
2017;10;31;31/10/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275079;275079;CIA. BRASILEIRA DE TRENS URBANOS - STU/JOP;2824.150000
2017;3;23;23/03/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;65808.300000
2017;2;21;21/02/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;560018;560018;CAIXA ECONOMICA FEDERAL - FNHIS;-3694896.340000
2017;6;23;23/06/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275066;275066;CIA.BRASILEIRA DE TRENS URBANOS-STU/NAT;156360.290000
2018;5;4;04/05/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;90;90;RECURSOS DIVERSOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;203662.660000
2017;1;19;19/01/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;560003;560003;SECRETARIA EXECUTIVA - MINISTERIO DAS CIDADES;-600199.730000
2018;6;28;28/06/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;80;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;560018;560018;CAIXA ECONOMICA FEDERAL - FNHIS;-851020.160000
2017;7;6;06/07/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;80;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;-1791.480000
2017;6;7;07/06/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;560010;560010;COORDENACAO-GERAL DE RECURSOS LOGISTICOS/MCID;1675957.560000
2017;12;15;15/12/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;560005;560005;SECRETARIA NACIONAL DE HABITACAO;253277478.800000
2017;2;1;01/02/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;0.000000
2017;5;8;08/05/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;560010;560010;COORDENACAO-GERAL DE RECURSOS LOGISTICOS/MCID;24793.840000
2018;3;13;13/03/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;88;88;REMUNERACAO DAS DISPONIB. DO TESOURO NACIONAL;560005;560005;SECRETARIA NACIONAL DE HABITACAO;-91032.000000
2017;8;29;29/08/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275066;275066;CIA.BRASILEIRA DE TRENS URBANOS-STU/NAT;-19169.950000
2017;12;26;26/12/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;88;88;REMUNERACAO DAS DISPONIB. DO TESOURO NACIONAL;560005;560005;SECRETARIA NACIONAL DE HABITACAO;-185000.000000
2018;8;15;15/08/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;560010;560010;COORDENACAO-GERAL DE RECURSOS LOGISTICOS/MCID;-760341.480000
2018;5;24;24/05/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275057;275057;CIA.BRASILEIRA DE TRENS URBANOS-STU/REC;-42328.960000
2018;2;28;28/02/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;560003;560003;SECRETARIA EXECUTIVA - MINISTERIO DAS CIDADES;-248319.410000
2018;8;20;20/08/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;560005;560005;SECRETARIA NACIONAL DE HABITACAO;-1651947.000000
2017;8;23;23/08/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;90;90;RECURSOS DIVERSOS;175004;175004;CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS;203513.730000
2017;12;1;01/12/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;74;74;TX/MUL.P/PODER DE POLICIA E MUL.PROV.PROC.JUD;200320;200320;FUNDO NACIONAL DE SEG. E EDUCACAO DE TRANSITO;0.000000
2017;2;21;21/02/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275057;275057;CIA.BRASILEIRA DE TRENS URBANOS-STU/REC;-161097.980000
2017;7;13;13/07/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;-393755.570000
2017;12;28;28/12/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;88;88;REMUNERACAO DAS DISPONIB. DO TESOURO NACIONAL;560003;560003;SECRETARIA EXECUTIVA - MINISTERIO DAS CIDADES;900.500000
2017;4;27;27/04/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;90;90;RECURSOS DIVERSOS;560010;560010;COORDENACAO-GERAL DE RECURSOS LOGISTICOS/MCID;433.730000
2017;6;30;30/06/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275079;275079;CIA. BRASILEIRA DE TRENS URBANOS - STU/JOP;-19308.960000
2017;10;24;24/10/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;200320;200320;FUNDO NACIONAL DE SEG. E EDUCACAO DE TRANSITO;207.100000
2017;10;21;21/10/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;175004;175004;CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS;219207.310000
2017;3;28;28/03/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;90;90;RECURSOS DIVERSOS;175004;175004;CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS;48871.490000
2017;12;19;19/12/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;175004;175004;CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS;455162549.600000
2017;1;11;11/01/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275068;275068;CIA BRASILEIRA DE TRENS URBANOS-ADM.CENTRAL;-42054.300000
2017;7;18;18/07/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;90;90;RECURSOS DIVERSOS;175004;175004;CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS;-291998.710000
2017;3;22;22/03/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;90;90;RECURSOS DIVERSOS;175004;175004;CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS;109552.750000
2017;11;22;22/11/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;80;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;560018;560018;CAIXA ECONOMICA FEDERAL - FNHIS;-26536.990000
2017;3;17;17/03/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;-18097.330000
2018;6;22;22/06/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275058;275058;CIA.BRASILEIRA DE TRENS URBANOS-STU/BH;-358610.660000
2018;1;2;02/01/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;200012;200012;DEPARTAMENTO NACIONAL DE TRANSITO;9385.040000
2017;11;14;14/11/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;90;90;RECURSOS DIVERSOS;175004;175004;CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS;25235.660000
2017;8;14;14/08/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275058;275058;CIA.BRASILEIRA DE TRENS URBANOS-STU/BH;-286314.060000
2017;9;28;28/09/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275078;275078;CIA.BRASILEIRA DE TRENS URBANOS-STU/MAC;-18507.480000
2018;7;13;13/07/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275066;275066;CIA.BRASILEIRA DE TRENS URBANOS-STU/NAT;-2245.770000
2017;9;29;29/09/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;88;88;REMUNERACAO DAS DISPONIB. DO TESOURO NACIONAL;560005;560005;SECRETARIA NACIONAL DE HABITACAO;-796729.390000
2017;12;22;22/12/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;560015;560015;FUNDO NACIONAL DE HABIT. DE INTERESSE SOCIAL;-5845.500000
2017;5;31;31/05/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;175004;175004;CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS;2025787.200000
2018;2;26;26/02/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275058;275058;CIA.BRASILEIRA DE TRENS URBANOS-STU/BH;894701.610000
2018;8;17;17/08/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;560008;560008;SECRETARIA NACIONAL DE DESENVOLVIMENTO URBANO;-1959.170000
2018;6;16;16/06/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;90;90;RECURSOS DIVERSOS;175004;175004;CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS;103164.040000
2018;3;26;26/03/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275058;275058;CIA.BRASILEIRA DE TRENS URBANOS-STU/BH;403111.860000
2018;7;20;20/07/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;-9675748.710000
2018;6;5;05/06/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275079;275079;CIA. BRASILEIRA DE TRENS URBANOS - STU/JOP;4968.600000
2017;12;11;11/12/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;81;81;RECURSOS DE CONVENIOS;275068;275068;CIA BRASILEIRA DE TRENS URBANOS-ADM.CENTRAL;19889.080000
2018;6;18;18/06/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;88;88;REMUNERACAO DAS DISPONIB. DO TESOURO NACIONAL;175004;175004;CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS;-236800.000000
2018;5;11;11/05/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;90;90;RECURSOS DIVERSOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;2027868.720000
2017;11;29;29/11/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;560005;560005;SECRETARIA NACIONAL DE HABITACAO;-262.560000
2018;6;27;27/06/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;175004;175004;CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS;-97900.590000
2017;2;2;02/02/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275057;275057;CIA.BRASILEIRA DE TRENS URBANOS-STU/REC;884.100000
2017;6;29;29/06/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;560010;560010;COORDENACAO-GERAL DE RECURSOS LOGISTICOS/MCID;-699978.370000
2017;9;25;25/09/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;560005;560005;SECRETARIA NACIONAL DE HABITACAO;-16972002.180000
2018;1;10;10/01/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275079;275079;CIA. BRASILEIRA DE TRENS URBANOS - STU/JOP;3129.350000
2018;6;21;21/06/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;-232.990000
2017;3;30;30/03/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;200012;200012;DEPARTAMENTO NACIONAL DE TRANSITO;1591403.560000
2017;12;7;07/12/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;-19782.560000
2017;8;11;11/08/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;-7535.290000
2017;8;18;18/08/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;175004;175004;CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS;-31581109.520000
2018;5;25;25/05/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275057;275057;CIA.BRASILEIRA DE TRENS URBANOS-STU/REC;746814.430000
2017;12;20;20/12/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275079;275079;CIA. BRASILEIRA DE TRENS URBANOS - STU/JOP;-21827.270000
2018;4;4;04/04/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275079;275079;CIA. BRASILEIRA DE TRENS URBANOS - STU/JOP;2473.550000
2018;2;2;02/02/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275057;275057;CIA.BRASILEIRA DE TRENS URBANOS-STU/REC;514092.260000
2018;7;9;09/07/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;90;90;RECURSOS DIVERSOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;820559.730000
2017;11;24;24/11/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;560010;560010;COORDENACAO-GERAL DE RECURSOS LOGISTICOS/MCID;-39341.200000
2018;3;29;29/03/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275079;275079;CIA. BRASILEIRA DE TRENS URBANOS - STU/JOP;1735.340000
2018;8;14;14/08/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;90;90;RECURSOS DIVERSOS;175004;175004;CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS;145522.220000
2017;11;8;08/11/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;-41996.080000
2017;2;20;20/02/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275057;275057;CIA.BRASILEIRA DE TRENS URBANOS-STU/REC;-2205958.200000
2017;3;24;24/03/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;560018;560018;CAIXA ECONOMICA FEDERAL - FNHIS;-1408139.230000
2018;4;12;12/04/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;90;90;RECURSOS DIVERSOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;47861.190000
2017;6;13;13/06/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;-9348.810000
2017;3;29;29/03/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275079;275079;CIA. BRASILEIRA DE TRENS URBANOS - STU/JOP;-50800.530000
2018;7;4;04/07/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;-7382.440000
2017;8;30;30/08/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275068;275068;CIA BRASILEIRA DE TRENS URBANOS-ADM.CENTRAL;-8115.550000
2018;2;21;21/02/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275078;275078;CIA.BRASILEIRA DE TRENS URBANOS-STU/MAC;-7077.120000
2017;2;16;16/02/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275079;275079;CIA. BRASILEIRA DE TRENS URBANOS - STU/JOP;-534964.290000
2017;6;12;12/06/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275079;275079;CIA. BRASILEIRA DE TRENS URBANOS - STU/JOP;-38150.690000
2018;4;20;20/04/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;34957.610000
2018;1;3;03/01/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;90;90;RECURSOS DIVERSOS;275057;275057;CIA.BRASILEIRA DE TRENS URBANOS-STU/REC;-42278.460000
2017;7;14;14/07/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275058;275058;CIA.BRASILEIRA DE TRENS URBANOS-STU/BH;147405.750000
2017;6;7;07/06/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275066;275066;CIA.BRASILEIRA DE TRENS URBANOS-STU/NAT;-97339.870000
2017;10;9;09/10/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275078;275078;CIA.BRASILEIRA DE TRENS URBANOS-STU/MAC;-287846.250000
2018;3;2;02/03/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;560006;560006;SECRETARIA NACIONAL DE SANEAMENTO AMBIENTAL;-1142.850000
2017;2;17;17/02/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275060;275060;EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A;-587122.840000
2017;1;27;27/01/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275078;275078;CIA.BRASILEIRA DE TRENS URBANOS-STU/MAC;-3634.800000
2017;5;8;08/05/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;275066;275066;CIA.BRASILEIRA DE TRENS URBANOS-STU/NAT;10118.500000
2017;10;19;19/10/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275068;275068;CIA BRASILEIRA DE TRENS URBANOS-ADM.CENTRAL;-3146459.680000
2017;8;4;04/08/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;200320;200320;FUNDO NACIONAL DE SEG. E EDUCACAO DE TRANSITO;-1689.770000
2018;2;2;02/02/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;90;90;RECURSOS DIVERSOS;275057;275057;CIA.BRASILEIRA DE TRENS URBANOS-STU/REC;114319.110000
2018;8;20;20/08/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;50;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;200012;200012;DEPARTAMENTO NACIONAL DE TRANSITO;-1370309.730000
2017;10;30;30/10/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275057;275057;CIA.BRASILEIRA DE TRENS URBANOS-STU/REC;-6036031.160000
2018;2;7;07/02/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275078;275078;CIA.BRASILEIRA DE TRENS URBANOS-STU/MAC;-68674.400000
2018;8;21;21/08/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275058;275058;CIA.BRASILEIRA DE TRENS URBANOS-STU/BH;-40957.510000
2017;4;25;25/04/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275068;275068;CIA BRASILEIRA DE TRENS URBANOS-ADM.CENTRAL;1521526.880000
2017;9;19;19/09/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;560019;560019;CAIXA ECON.FEDERAL-PROG.NAC.HAB.URBANA/PMCMV;0.000000
2018;2;22;22/02/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;90;90;RECURSOS DIVERSOS;175004;175004;CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS;173311.230000
2017;1;4;04/01/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;90;90;RECURSOS DIVERSOS;175004;175004;CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS;-1150477.310000
2018;3;26;26/03/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275058;275058;CIA.BRASILEIRA DE TRENS URBANOS-STU/BH;15423.350000
2018;4;26;26/04/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;74;74;TX/MUL.P/PODER DE POLICIA E MUL.PROV.PROC.JUD;200320;200320;FUNDO NACIONAL DE SEG. E EDUCACAO DE TRANSITO;398177.350000
2018;7;23;23/07/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;90;90;RECURSOS DIVERSOS;560007;560007;SECRETARIA NACIONAL DE MOBILIDADE URBANA;-434.060000
2018;2;27;27/02/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275058;275058;CIA.BRASILEIRA DE TRENS URBANOS-STU/BH;113446.760000
2018;7;12;12/07/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275068;275068;CIA BRASILEIRA DE TRENS URBANOS-ADM.CENTRAL;730001.630000
2017;6;22;22/06/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275078;275078;CIA.BRASILEIRA DE TRENS URBANOS-STU/MAC;288622.670000
2018;4;17;17/04/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275066;275066;CIA.BRASILEIRA DE TRENS URBANOS-STU/NAT;17079.080000
2017;5;22;22/05/2017;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275079;275079;CIA. BRASILEIRA DE TRENS URBANOS - STU/JOP;-134597.160000
2018;8;13;13/08/2018;502;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71;0;00;RECURSOS ORDINARIOS;275066;275066;CIA.BRASILEIRA DE TRENS URBANOS-STU/NAT;0.000000
