Órgão UGE Código;Órgão UGE Nome;Dia Lançamento;Item Informação;Saldo R$ (Item Informação)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;23/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.200.000,00
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;23/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);289.438,76
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(334,99)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(75.641,89)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;23/06/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(179.161,71)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;23/06/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(86.034,96)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;23/06/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);415.460,49
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;23/06/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(256.159,42)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;23/06/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);28.983,00
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;23/06/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(225.563,66)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;23/06/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.449,26)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;23/06/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.274.981,24)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;23/06/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(997.934,40)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;23/06/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(30.742,92)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;23/06/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(4.907.288,13)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;23/06/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(97.852,40)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;23/06/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(526.396,71)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;23/06/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.740.000,00
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/06/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(692,40)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/06/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(32.690,81)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;23/06/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.519,58
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;23/06/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.519,58
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;23/06/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);800,00
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;23/06/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);36.337,02
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;23/06/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);36.337,02
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/06/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);8.624,00
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/06/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);8.624,00
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;23/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(401.570,09)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;23/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(263.802,57)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;23/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(546.864,98)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;23/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(589.348,00)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;23/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(751.698,08)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;23/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(36.890.613,16)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;23/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(83.813,04)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;23/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(18.001,38)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;23/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);367.953,87
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;23/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(341.914,72)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;23/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.746.816,82)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;23/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(214.745,91)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;23/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(390.744,46)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;23/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.849.561,23
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.040.789,94)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.598.937,51)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;23/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(166.544,94)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;23/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(692.437,26)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;23/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);12.737.091,84
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;23/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(627.624,93)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;23/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);44.508,11
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;23/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(43.720,66)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;23/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);4.822.809,54
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;23/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.760.863,06
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;23/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(670.923,01)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;23/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.232.593,12)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;23/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);44.413.984,55
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;23/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(336.767,26)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;23/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);137.077,77
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(68.148,45)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(150.763,02)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;23/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);290.379,67
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;23/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.990.767,35)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;23/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);153.469,21
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;23/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(3.036,42)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;23/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(63.182,05)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;23/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.509.706,46)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;23/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(93.399,38)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;23/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);4.881.855,64
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;23/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.507.862,60)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;23/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);46.214,74
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;23/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(775.720,97)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;23/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);142.967,86
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;23/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(6.482,36)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;23/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);447.590,30
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;23/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);447.590,30
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.169.948,30
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(54.511,21)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;23/09/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);400,00
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;23/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);8.200,00
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;23/09/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);32.972,89
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;23/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);32.972,89
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/09/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.228,62
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/09/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.228,62
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;23/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);162.533,58
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;23/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(195.412,77)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;23/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);2.211.049,89
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;23/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(55.021,86)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;23/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(41.125,28)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;23/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.481.517,12)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;23/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(477.210,44)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;23/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(13.792,50)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;23/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);238.686,52
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;23/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);54.610,19
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;23/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);946.309,92
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;23/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);21.389,81
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;23/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(167.906,92)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(300.004,18)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(375.515,00)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;23/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);184.580,52
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;23/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.680.892,94)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;23/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);34.940,47
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;23/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(940.598,87)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;23/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(574.573,60)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;23/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(22.912.663,10)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;23/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(73.209,50)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;23/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(375.351,42)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;23/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);304.638,12
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;23/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(3.061.149,47)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;23/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(19.501.850,57)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;23/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);138.405,03
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;23/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(321.758,19)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;23/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.900.000,00)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);660.780,52
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(57.134,42)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;23/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);4.923,74
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;23/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);4.923,74
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;23/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);49,00
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;23/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);30.010,37
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;23/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);18.975.201,56
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;23/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);491.001,97
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;23/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);510.424,75
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;23/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);510.424,75
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/12/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.556,26
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;23/12/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.556,26
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);326.717,58
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(317.712,89)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.326.576,93)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.409.436,80)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);49.223,19
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(230.808,52)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;24/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(334,07)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(61.861,68)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.001.417,08)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);6.838,20
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.645.889,73)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(225.565,15)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;24/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(7.260.822,16)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;24/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(7.260.822,16)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/01/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(42.788,58)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/01/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);2.896.665,82
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(447.187,70)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(519.906,74)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(15.221,89)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(22.831,08)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);25.967.362,68
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(73.388,03)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);776.240,05
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(3.536.268,02)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);317.056,34
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.576.151,21)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);275.276,08
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);89.349,84
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/01/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);694,01
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/01/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(199.968,93)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(59.155.094,24)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);4.729.256,89
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(11.019.850,81)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);777.295,75
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(13.229.375,65)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(26.369.494,08)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;24/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.130.856,34)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;24/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(226.999,00)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(16.435.523,84)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.120.832,50
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(175.437.287,10)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(168.868,99)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);769.032,88
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(5.699,48)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;24/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);138.055,13
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/02/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(32.036.837,27)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/02/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.020.660,41)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);9.168,35
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.672,48
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/02/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);131.341,19
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);190.112,51
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(240.250,01)
